NDB_NO,Description,Weight(g),Measure,"Vitamin K (phylloquinone)"(µg)Per Measure,
"""10193""","Pork, fresh, backribs, separable lean and fat, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10192""","Pork, fresh, backribs, separable lean and fat, raw",85.0,"3.0 oz",0.0,,
"""10005""","Pork, fresh, belly, raw",28.35,"1.0 oz",0.0,,
"""10988""","Pork, fresh, blade, (chops), boneless, separable lean and fat, cooked, broiled",131.0,"1.0 chop",0.0,,
"""10003""","Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",28.35,"1.0 oz",0.0,,
"""10093""","Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",85.0,"3.0 oz",0.0,,
"""10188""","Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, cooked",85.0,"3.0 oz",0.0,,
"""10002""","Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw",28.35,"1.0 oz",0.0,,
"""10227""","Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked",85.0,"3.0 oz",0.0,,
"""10226""","Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, raw",28.35,"1.0 oz",0.0,,
"""10000""","Pork, fresh, enhanced, composite of separable fat, cooked",85.0,"3.0 oz",0.0,,
"""10942""","Pork, fresh, enhanced, composite of separable fat, raw",28.35,"1.0 oz",0.0,,
"""10952""","Pork, fresh, enhanced, loin, tenderloin, separable lean and fat, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10951""","Pork, fresh, enhanced, loin, tenderloin, separable lean and fat, raw",85.0,"3.0 oz",0.0,,
"""10943""","Pork, fresh, enhanced, loin, tenderloin, separable lean only, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10944""","Pork, fresh, enhanced, loin, tenderloin, separable lean only, raw",85.0,"3.0 oz",0.0,,
"""10950""","Pork, fresh, enhanced, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",107.0,"1.0 chop",0.0,,
"""10949""","Pork, fresh, enhanced, loin, top loin (chops), boneless, separable lean and fat, raw",146.0,"1.0 chop",0.0,,
"""10947""","Pork, fresh, enhanced, loin, top loin (chops), boneless, separable lean only, cooked, broiled",107.0,"1.0 chop",0.0,,
"""10948""","Pork, fresh, enhanced, loin, top loin (chops), boneless, separable lean only, raw",146.0,"1.0 chop",0.0,,
"""10954""","Pork, fresh, enhanced, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",85.0,"3.0 oz",0.0,,
"""10953""","Pork, fresh, enhanced, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",85.0,"3.0 oz",0.0,,
"""10945""","Pork, fresh, enhanced, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",85.0,"3.0 oz",0.0,,
"""10946""","Pork, fresh, enhanced, shoulder, (Boston butt), blade (steaks), separable lean only, raw",85.0,"3.0 oz",0.0,,
"""10220""","Pork, fresh, ground, cooked",85.0,"3.0 oz",0.0,,
"""10013""","Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted",135.0,"1.0 cup, diced",0.0,,
"""10012""","Pork, fresh, leg (ham), rump half, separable lean and fat, raw",28.35,"1.0 oz",0.0,,
"""10015""","Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10014""","Pork, fresh, leg (ham), rump half, separable lean only, raw",85.0,"3.0 oz",0.0,,
"""10017""","Pork, fresh, leg (ham), shank half, separable lean and fat, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10016""","Pork, fresh, leg (ham), shank half, separable lean and fat, raw",85.0,"3.0 oz",0.0,,
"""10019""","Pork, fresh, leg (ham), shank half, separable lean only, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10018""","Pork, fresh, leg (ham), shank half, separable lean only, raw",85.0,"3.0 oz",0.0,,
"""10009""","Pork, fresh, leg (ham), whole, separable lean and fat, cooked, roasted",135.0,"1.0 cup, diced",0.0,,
"""10011""","Pork, fresh, leg (ham), whole, separable lean only, cooked, roasted",135.0,"1.0 cup, diced",0.0,,
"""10010""","Pork, fresh, leg (ham), whole, separable lean only, raw",28.35,"1.0 oz",0.0,,
"""10028""","Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw",85.0,"3.0 oz",0.0,,
"""10032""","Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean only, raw",85.0,"3.0 oz",0.0,,
"""10989""","Pork, fresh, loin, blade (chops or roasts), boneless, separable lean and fat only, raw",85.0,"3.0 oz",0.0,,
"""10982""","Pork, fresh, loin, blade (chops or roasts), boneless, separable lean only, raw",85.0,"3.0 oz",0.0,,
"""10029""","Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised",85.0,"3.0 oz",0.0,,
"""10030""","Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled",85.0,"3.0 oz",0.0,,
"""10178""","Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried",85.0,"3.0 oz",0.0,,
"""10033""","Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, braised",85.0,"3.0 oz",0.0,,
"""10034""","Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, broiled",85.0,"3.0 oz",0.0,,
"""10120""","Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried",85.0,"3.0 oz",0.0,,
"""10984""","Pork, fresh, loin, blade (chops), boneless, separable lean only, boneless, cooked, broiled",85.0,"3.0 oz",0.0,,
"""10031""","Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10035""","Pork, fresh, loin, blade (roasts), bone-in, separable lean only, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10990""","Pork, fresh, loin, blade (roasts), boneless, separable lean and fat, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10983""","Pork, fresh, loin, blade (roasts), boneless, separable lean only, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10037""","Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised",85.0,"3.0 oz",0.0,,
"""10038""","Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled",85.0,"3.0 oz",0.0,,
"""10179""","Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, pan-fried",85.0,"3.0 oz",0.0,,
"""10036""","Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, raw",85.0,"3.0 oz",0.0,,
"""10041""","Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, braised",85.0,"3.0 oz",0.0,,
"""10042""","Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, broiled",146.0,"1.0 chop without refuse (Yield from 1 cooked chop, with refuse, weighing 209g)",0.0,,
"""10176""","Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried",85.0,"3.0 oz",0.0,,
"""10040""","Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",85.0,"3.0 oz",0.0,,
"""10189""","Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, cooked, pan-broiled",137.0,"1.0 chop",0.0,,
"""10164""","Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, raw",170.0,"1.0 chop",0.0,,
"""10163""","Pork, fresh, loin, center loin (chops), boneless, separable lean only, cooked, pan-broiled",137.0,"1.0 chop",0.0,,
"""10094""","Pork, fresh, loin, center loin (chops), boneless, separable lean only, raw",170.0,"1.0 chop",0.0,,
"""10039""","Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10043""","Pork, fresh, loin, center loin (roasts), bone-in, separable lean only, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10044""","Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean and fat, raw",133.0,"1.0 chop without refuse (Yield from 1 raw chop, with refuse, weighing 201g)",0.0,,
"""10048""","Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",85.0,"3.0 oz",0.0,,
"""10199""","Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean only, raw",85.0,"3.0 oz",0.0,,
"""10045""","Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised",85.0,"3.0 oz",0.0,,
"""10046""","Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled",112.0,"1.0 chop without refuse (Yield from 1 cooked chop, with refuse, weighing 172g)",0.0,,
"""10180""","Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, pan-fried",85.0,"3.0 oz",0.0,,
"""10049""","Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised",85.0,"3.0 oz",0.0,,
"""10050""","Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, broiled",85.0,"3.0 oz",0.0,,
"""10177""","Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried",85.0,"3.0 oz",0.0,,
"""10197""","Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried",85.0,"3.0 oz",0.0,,
"""10200""","Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, braised",85.0,"3.0 oz",0.0,,
"""10202""","Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried",85.0,"3.0 oz",0.0,,
"""10047""","Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10051""","Pork, fresh, loin, center rib (roasts), bone-in, separable lean only, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10992""","Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, broiled",122.0,"1.0 rack",0.0,,
"""10206""","Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted",138.0,"1.0 rack",0.0,,
"""10991""","Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, broiled",122.0,"1.0 rack",0.0,,
"""10993""","Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, roasted",138.0,"1.0 rack",0.0,,
"""10205""","Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised",86.0,"1.0 rib without refuse (Yield from 1 cooked rib, with refuse, weighing 140g)",0.0,,
"""10204""","Pork, fresh, loin, country-style ribs, separable lean and fat, raw",128.0,"1.0 rib without refuse (Yield from 1 raw rib, with refuse, weighing 196g)",0.0,,
"""10986""","Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, broiled",122.0,"1.0 rack",0.0,,
"""10209""","Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, roasted",138.0,"1.0 rack",0.0,,
"""10985""","Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, broiled",122.0,"1.0 rack",0.0,,
"""10987""","Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, roasted",138.0,"1.0 rack",0.0,,
"""10208""","Pork, fresh, loin, country-style ribs, separable lean only, cooked, braised",80.0,"1.0 rib without refuse (yield from 1 cooked rib, with refuse, weighing 141g)",0.0,,
"""10207""","Pork, fresh, loin, country-style ribs, separable lean only, raw",85.0,"3.0 oz",0.0,,
"""10052""","Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean and fat, raw",85.0,"3.0 oz",0.0,,
"""10056""","Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw",85.0,"3.0 oz",0.0,,
"""10210""","Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean and fat, raw",85.0,"3.0 oz",0.0,,
"""10214""","Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",85.0,"3.0 oz",0.0,,
"""10053""","Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised",85.0,"3.0 oz",0.0,,
"""10054""","Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",85.0,"3.0 oz",0.0,,
"""10057""","Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised",85.0,"3.0 oz",0.0,,
"""10058""","Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, broiled",85.0,"3.0 oz",0.0,,
"""10211""","Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised",85.0,"3.0 oz",0.0,,
"""10212""","Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled",85.0,"3.0 oz",0.0,,
"""10215""","Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, braised",85.0,"3.0 oz",0.0,,
"""10216""","Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, broiled",85.0,"3.0 oz",0.0,,
"""10055""","Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10059""","Pork, fresh, loin, sirloin (roasts), bone-in, separable lean only, cooked, roasted",85.0,"3.0 oz (Yield from 1 cooked roast, with refuse, weighing 1515g)",0.0,,
"""10213""","Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10217""","Pork, fresh, loin, sirloin (roasts), boneless, separable lean only, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10222""","Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10218""","Pork, fresh, loin, tenderloin, separable lean and fat, raw",85.0,"3.0 oz",0.0,,
"""10061""","Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10060""","Pork, fresh, loin, tenderloin, separable lean only, raw",85.0,"3.0 oz",0.0,,
"""10859""","Pork, fresh, loin, top loin (chops), boneless, enhanced, separable lean and fat, cooked, pan-broiled",150.0,"1.0 chop boneless (yield from 189g raw meat)",0.0,,
"""10858""","Pork, fresh, loin, top loin (chops), boneless, enhanced, separable lean only, cooked, pan-broiled",150.0,"1.0 chop boneless",0.0,,
"""10063""","Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised",135.0,"1.0 chop",0.0,,
"""10064""","Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",145.0,"1.0 chop",0.0,,
"""10186""","Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried",142.0,"1.0 chop",0.0,,
"""10062""","Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",85.0,"3.0 oz",0.0,,
"""10067""","Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, braised",135.0,"1.0 chop",0.0,,
"""10068""","Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",145.0,"1.0 chop",0.0,,
"""10181""","Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, pan-fried",142.0,"1.0 chop",0.0,,
"""10066""","Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",85.0,"3.0 oz",0.0,,
"""10065""","Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10224""","Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, raw",85.0,"3.0 oz",0.0,,
"""10069""","Pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10225""","Pork, fresh, loin, top loin (roasts), boneless, separable lean only, raw",85.0,"3.0 oz",0.0,,
"""10021""","Pork, fresh, loin, whole, separable lean and fat, cooked, braised",85.0,"3.0 oz",0.0,,
"""10022""","Pork, fresh, loin, whole, separable lean and fat, cooked, broiled",85.0,"3.0 oz",0.0,,
"""10023""","Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10020""","Pork, fresh, loin, whole, separable lean and fat, raw",85.0,"3.0 oz",0.0,,
"""10025""","Pork, fresh, loin, whole, separable lean only, cooked, braised",85.0,"3.0 oz",0.0,,
"""10026""","Pork, fresh, loin, whole, separable lean only, cooked, broiled",85.0,"3.0 oz",0.0,,
"""10027""","Pork, fresh, loin, whole, separable lean only, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10024""","Pork, fresh, loin, whole, separable lean only, raw",85.0,"3.0 oz",0.0,,
"""10007""","Pork, fresh, separable fat, cooked",28.35,"1.0 oz",0.0,,
"""10006""","Pork, fresh, separable fat, raw",28.35,"1.0 oz",0.0,,
"""10081""","Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",85.0,"3.0 oz",0.0,,
"""10080""","Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",85.0,"3.0 oz",0.0,,
"""10085""","Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",85.0,"3.0 oz",0.0,,
"""10084""","Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, raw",85.0,"3.0 oz",0.0,,
"""10075""","Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised",85.0,"3.0 oz",0.0,,
"""10074""","Pork, fresh, shoulder, arm picnic, separable lean and fat, raw",85.0,"3.0 oz",0.0,,
"""10078""","Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",85.0,"3.0 oz",0.0,,
"""10077""","Pork, fresh, shoulder, arm picnic, separable lean only, raw",85.0,"3.0 oz",0.0,,
"""10083""","Pork, fresh, shoulder, blade, boston (roasts), separable lean and fat, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10087""","Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10082""","Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled",85.0,"3.0 oz",0.0,,
"""10086""","Pork, fresh, shoulder, blade, boston (steaks), separable lean only, cooked, broiled",85.0,"3.0 oz",0.0,,
"""10071""","Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",135.0,"1.0 cup, diced",0.0,,
"""10070""","Pork, fresh, shoulder, whole, separable lean and fat, raw",28.35,"1.0 oz",0.0,,
"""10073""","Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",135.0,"1.0 cup, diced",0.0,,
"""10089""","Pork, fresh, spareribs, separable lean and fat, cooked, braised",85.0,"3.0 oz",0.0,,
"""10940""","Pork, fresh, spareribs, separable lean and fat, cooked, roasted",85.0,"3.0 oz",0.0,,
"""10088""","Pork, fresh, spareribs, separable lean and fat, raw",85.0,"3.0 oz",0.0,,
"""10099""","Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",85.0,"3.0 oz",0.0,,
"""10098""","Pork, fresh, variety meats and by-products, chitterlings, raw",28.35,"1.0 oz",0.0,,
"""10173""","Pork, fresh, variety meats and by-products, feet, cooked, simmered",85.0,"3.0 oz",0.0,,
"""10102""","Pork, fresh, variety meats and by-products, feet, raw",28.35,"1.0 oz",0.0,,
"""10863""","Pork, fresh, variety meats and by-products, stomach, cooked, simmered",85.0,"3.0 oz",0.0,,
"""10119""","Pork, fresh, variety meats and by-products, stomach, raw",28.35,"1.0 oz",0.0,,
"""10974""","Pork, ground, 72% lean / 28% fat, cooked, crumbles",113.0,"4.0 oz",0.0,,
